doi,doi + link,pdf?,Ref,double-checked,name,AA,AA_location,temper,temper_location,size,dir,YS [MPa],YS [MPa]_location,UTS [MPa],UTS [MPa]_location,elong [%],elong [%]_location,Hardness,Hardness_location,Hardness UNIT,Hardness UNIT_location,Has comp [True / False / nominal],Has comp [True / False / nominal]_location,Cu,Cu_location,Mn,Mn_location,Si,Si_location,Mg,Mg_location,Zn,Zn_location,Cr,Cr_location,Fe,Fe_location,Ti,Ti_location,Zr,Zr_location,Ag,Ag_location,Be,Be_location,Bi,Bi_location,C,C_location,Ca,Ca_location,Ce,Ce_location,Er,Er_location,Ga,Ga_location,Ge,Ge_location,Hf,Hf_location,La,La_location,Li,Li_location,Ni,Ni_location,P,P_location,Pb,Pb_location,Sc,Sc_location,Sn,Sn_location,Sr,Sr_location,V,V_location,Yb,Yb_location,Other properties / data,Microstructure [None / OM / SEM / EBSD / TEM / APT],doi,Pfeiffer_no,series,who added,Notes,article_type,journal,publisher,included_in_dataset,pdf,xml
10.1016/j.msea.2015.07.059,10.1016/j.msea.2015.07.059,Y,Wang2015,TRUE,A,,,T4P,,,,105,,224,,25.3,,,,,,TRUE,,0.2,,0.1,,0.9,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,texture,"SEM, TEM",10.1016/j.msea.2015.07.059,907,6000,,,journal_article,Materials Science and Engineering: A,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.msea.2015.07.059,10.1016/j.msea.2015.07.059,Y,Wang2015,TRUE,A,,,T4P,,,,105,,223,,24.9,,,,,,TRUE,,0.2,,0.1,,0.9,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,texture,"SEM, TEM",10.1016/j.msea.2015.07.059,908,6000,,,journal_article,Materials Science and Engineering: A,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.msea.2015.07.059,10.1016/j.msea.2015.07.059,Y,Wang2015,TRUE,B,,,T4P,,,,162,,306,,25.4,,,,,,TRUE,,0.5,,0.3,,1.2,,0.8,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,texture,"SEM, TEM",10.1016/j.msea.2015.07.059,909,6000,,,journal_article,Materials Science and Engineering: A,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.msea.2015.07.059,10.1016/j.msea.2015.07.059,Y,Wang2015,TRUE,B,,,T4P,,,,154,,293,,28.1,,,,,,TRUE,,0.5,,0.3,,1.2,,0.8,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,texture,"SEM, TEM",10.1016/j.msea.2015.07.059,910,6000,,,journal_article,Materials Science and Engineering: A,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.msea.2015.07.059,10.1016/j.msea.2015.07.059,Y,Wang2015,TRUE,B,,,T4P,,,,157,,299,,25.8,,,,,,TRUE,,0.5,,0.3,,1.2,,0.8,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,texture,"SEM, TEM",10.1016/j.msea.2015.07.059,911,6000,,,journal_article,Materials Science and Engineering: A,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.msea.2012.09.044,10.1016/j.msea.2012.09.044,Y,Song2013,TRUE,A6061P-T6,6061,,T6,,,,289,,318,,11.2,,,,,,TRUE,,0.27,,0.07,,0.63,,1,,0.01,,0.17,,0.29,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2012.09.044,925,6000,,,journal_article,Materials Science and Engineering: A,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.msea.2014.10.012,10.1016/j.msea.2014.10.012,Y,Li2015,TRUE,ST,6061,,,,,,85,,218,,48,,,,,,TRUE,,0.2,,0.13,,0.72,,1,,,,0.09,,0.14,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,texture,,10.1016/j.msea.2014.10.012,926,6000,,,journal_article,Materials Science and Engineering: A,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.msea.2014.10.012,10.1016/j.msea.2014.10.012,Y,Li2015,TRUE,ST+PA,6061,,,,,,343,,363,,21,,,,,,TRUE,,0.2,,0.13,,0.72,,1,,,,0.09,,0.14,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,texture,,10.1016/j.msea.2014.10.012,927,6000,,,journal_article,Materials Science and Engineering: A,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.msea.2014.10.012,10.1016/j.msea.2014.10.012,Y,Li2015,TRUE,RA+CR+ST,6061,,,,,,151,,251,,25,,,,,,TRUE,,0.2,,0.13,,0.72,,1,,,,0.09,,0.14,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,texture,,10.1016/j.msea.2014.10.012,928,6000,,,journal_article,Materials Science and Engineering: A,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.msea.2014.10.012,10.1016/j.msea.2014.10.012,Y,Li2015,TRUE,RA+CR+ST+PA,6061,,,,,,369,,384,,11,,,,,,TRUE,,0.2,,0.13,,0.72,,1,,,,0.09,,0.14,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,texture,,10.1016/j.msea.2014.10.012,929,6000,,,journal_article,Materials Science and Engineering: A,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.msea.2014.10.012,10.1016/j.msea.2014.10.012,Y,Li2015,TRUE,ST+CR+ST,6061,,,,,,175,,280,,32,,,,,,TRUE,,0.2,,0.13,,0.72,,1,,,,0.09,,0.14,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,texture,,10.1016/j.msea.2014.10.012,930,6000,,,journal_article,Materials Science and Engineering: A,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.msea.2014.10.012,10.1016/j.msea.2014.10.012,Y,Li2015,TRUE,ST+CR+ST+PA,6061,,,,,,439,,454,,13,,,,,,TRUE,,0.2,,0.13,,0.72,,1,,,,0.09,,0.14,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,texture,,10.1016/j.msea.2014.10.012,931,6000,,,journal_article,Materials Science and Engineering: A,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.msea.2012.01.125,10.1016/j.msea.2012.01.125,Y,,TRUE,,6061,,T6,,,,289.9,,328,,13.5,,,,,,TRUE,,0.28,,0.06,,0.62,,0.9,,0.02,,0.17,,0.33,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2012.01.125,932,6000,,,journal_article,Materials Science and Engineering: A,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.jmatprotec.2014.08.016,10.1016/j.jmatprotec.2014.08.016,Y,Jiang2015,TRUE,AA 6111-T4,6111,,T4,,,,151.27,,290.79,,23.45,,,,,,nominal,,0.7,,0.3,,0.9,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jmatprotec.2014.08.016,938,6000,,,journal_article,Journal of Materials Processing Technology,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.jmatprotec.2017.09.034,10.1016/j.jmatprotec.2017.09.034,Y,Ahmed2018,TRUE,AA6061-T6,6061,,T6,,,,276,,312,,18,,106,table,HV,,TRUE,,0.22,,0.02,,0.58,,1,,0.05,,0.16,,0.42,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jmatprotec.2017.09.034,939,6000,,,journal_article,Journal of Materials Processing Technology,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.jmatprotec.2017.11.031,10.1016/j.jmatprotec.2017.11.031,Y,,TRUE,6061-T4,6061,,T4,,,,,,300,,9,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jmatprotec.2017.11.031,940,6000,,,journal_article,Journal of Materials Processing Technology,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.matchar.2007.09.006,10.1016/j.matchar.2007.09.006,Y,Elang2008,TRUE,Base metal (6061-T6),6061,,T6,,,,235,,283,,26.4,,105,table,HV,,TRUE,,0.22,,0.12,,0.58,,1.1,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEM,10.1016/j.matchar.2007.09.006,945,6000,,,journal_article,Materials Characterization,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.wear.2012.07.026,10.1016/j.wear.2012.07.026,Y,Prak2012,TRUE,AA6063-T6,6063,,T6,,,,150,,185,,7,,585,table,MPa,,nominal,,0.1,,0.3,,0.5,,0.65,,0.2,,0.1,,0.35,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.wear.2012.07.026,950,6000,,,journal_article,Wear,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.engfracmech.2013.01.011,10.1016/j.engfracmech.2013.01.011,Y,Huang2013,TRUE,289.9,6061,,T6,,,,289.9,,328,,13.5,,,,,,TRUE,,0.28,,0.06,,0.62,,0.9,,0.02,,0.17,,0.33,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.engfracmech.2013.01.011,965,6000,,,journal_article,Engineering Fracture Mechanics,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.engfracmech.2017.11.006,10.1016/j.engfracmech.2017.11.006,Y,Xiang2017,TRUE,257,6061,,T6,,,,257,,300,,12,,,,,,TRUE,,0.19,,0.03,,0.62,,1.01,,0.01,,0.09,,0.11,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.engfracmech.2017.11.006,966,6000,,,journal_article,Engineering Fracture Mechanics,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.matdes.2016.02.011,10.1016/j.matdes.2016.02.011,Y,LiuLei2016,TRUE,Al-8.11Zn-2.01Mg-2.36Cu-0.12Zr (as-cast + hot extrusion + T6),,,T6,,,,,,622,,9.1,,,,,,TRUE,,2.36,,,,0.06,,2.01,,8.11,,,,0.07,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.matdes.2016.02.011,986,7000,,,journal_article,Materials & Design,Elsevier BV,TRUE,FALSE,FALSE
10.1007/s11661-010-0395-z,10.1007/s11661-010-0395-z,,Dey2010,TRUE,T6,7075,,T6,,,,427,,561,,13.6,,,,,,TRUE,,1.88,,0.15,,0.11,,2.57,,5.96,,0.23,,0.3,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"fatigue, corrosion",,10.1007/s11661-010-0395-z,990,7000,,,journal_article,Metallurgical and Materials Transactions A,Springer Science and Business Media LLC,TRUE,FALSE,FALSE
10.1007/s11661-010-0395-z,10.1007/s11661-010-0395-z,,Dey2010,TRUE,T73,7075,,T73,,,,390,,536,,16.6,,,,,,TRUE,,1.88,,0.15,,0.11,,2.57,,5.96,,0.23,,0.3,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"fatigue, corrosion",,10.1007/s11661-010-0395-z,991,7000,,,journal_article,Metallurgical and Materials Transactions A,Springer Science and Business Media LLC,TRUE,FALSE,FALSE
10.1016/j.msea.2014.02.036,10.1016/j.msea.2014.02.036,Y,Rout2014,TRUE,Under aged (T4),7150,,T4,,,,389,,487,,17.85,,,,,,TRUE,,2.3,,,,0.05,,2.4,,6.3,,,,0.1,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SSRT, SCC",,10.1016/j.msea.2014.02.036,992,7000,,,journal_article,Materials Science and Engineering: A,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.msea.2014.02.036,10.1016/j.msea.2014.02.036,Y,Rout2014,TRUE,Peak aged (T6),7150,,T6,,,,555,,589,,13.77,,,,,,TRUE,,2.3,,,,0.05,,2.4,,6.3,,,,0.1,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SSRT, SCC",,10.1016/j.msea.2014.02.036,993,7000,,,journal_article,Materials Science and Engineering: A,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.msea.2014.02.036,10.1016/j.msea.2014.02.036,Y,Rout2014,TRUE,Highly over aged,7150,,T7,,,,450,,479,,16.09,,,,,,TRUE,,2.3,,,,0.05,,2.4,,6.3,,,,0.1,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SSRT, SCC",,10.1016/j.msea.2014.02.036,994,7000,,,journal_article,Materials Science and Engineering: A,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.actamat.2006.11.009,10.1016/j.actamat.2006.11.009,Y,Xue2007,TRUE,70.33,7075,,T651,,,,515,,557,,14.7,,,,,,TRUE,,1.66,,,,0.06,,2.53,,5.7,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatigue,,10.1016/j.actamat.2006.11.009,995,7000,,,journal_article,Acta Materialia,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.scriptamat.2004.07.020,10.1016/j.scriptamat.2004.07.020,Y,Millett2004,TRUE,UA,7017,,T4,,,,274,,435,,13,,,,,,TRUE,,0.11,,0.29,,0.11,,2.19,,4.83,,0.17,,0.24,,0.04,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.scriptamat.2004.07.020,1009,7000,,,journal_article,Scripta Materialia,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.scriptamat.2004.07.020,10.1016/j.scriptamat.2004.07.020,Y,Millett2004,TRUE,PA,7017,,T6,,,,402,,469,,5,,,,,,TRUE,,0.11,,0.29,,0.11,,2.19,,4.83,,0.17,,0.24,,0.04,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.scriptamat.2004.07.020,1010,7000,,,journal_article,Scripta Materialia,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.ijmecsci.2015.10.004,10.1016/j.ijmecsci.2015.10.004,Y,Wang2015,TRUE,Value,7050,,T7451,,,,455,,510,,,,,,,,TRUE,,2,,0.08,,0.09,,2,,5.7,,0.03,,0.12,,0.05,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.ijmecsci.2015.10.004,1011,7000,,,journal_article,International Journal of Mechanical Sciences,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.msea.2007.10.083,10.1016/j.msea.2007.10.083,Y,AlRubaie2008,TRUE,0,7475,,T7351,,,L,405.76,,482.6,,12.11,,,,,,TRUE,,1.661,,0.01,,0.029,,2.376,,5.722,,0.21,,0.085,,0.0266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K1c,,10.1016/j.msea.2007.10.083,1012,7000,,,journal_article,Materials Science and Engineering: A,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.jmatprotec.2006.11.047,10.1016/j.jmatprotec.2006.11.047,Y,Kim2007,TRUE,AA7075,7075,,,,,,251,,402,,11.6,,,,,,TRUE,,0.44,,0.33,,,,2.4,,6.3,,0.001,,,,0.03,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jmatprotec.2006.11.047,1015,7000,,,journal_article,Journal of Materials Processing Technology,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.jmatprotec.2006.11.047,10.1016/j.jmatprotec.2006.11.047,Y,Kim2007,TRUE,0.11 wt.% Sc,7075,,,,,,301,,449,,11.7,,,,,,TRUE,,0.42,,0.29,,,,2.8,,6,,,,,,0.04,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,10.1016/j.jmatprotec.2006.11.047,1016,7000,,,journal_article,Journal of Materials Processing Technology,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.jmatprotec.2006.11.047,10.1016/j.jmatprotec.2006.11.047,Y,Kim2007,TRUE,0.30Â¬â€ wt.% Sc,7075,,,,,,314,,463,,12.2,,,,,,TRUE,,0.46,,0.3,,,,2.7,,6.6,,0.002,,,,0.03,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,10.1016/j.jmatprotec.2006.11.047,1017,7000,,,journal_article,Journal of Materials Processing Technology,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.msea.2008.07.028,10.1016/j.msea.2008.07.028,Y,Chen2008,TRUE,AlZnMgCu-0.16Zr,,,T6,,,,683.6,,709.7,,8.9,,,,,,nominal,,2.2,,,,,,2.5,,8.6,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2008.07.028,1018,7000,,,journal_article,Materials Science and Engineering: A,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.msea.2008.07.028,10.1016/j.msea.2008.07.028,Y,Chen2008,TRUE,AlZnMgCu-0.16Zr-0.2Cr-0.3Yb,,,T6,,,,725.2,,747.1,,9.3,,,,,,nominal,,2.2,,,,,,2.5,,8.6,,0.2,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,10.1016/j.msea.2008.07.028,1019,7000,,,journal_article,Materials Science and Engineering: A,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.mseb.2012.04.008,10.1016/j.mseb.2012.04.008,Y,Huang2012,TRUE,1,7055,,,,,,717,,736,,8.7,,96.2,table,HRB,,TRUE,,2.6,,,,,,2.4,,8.4,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.mseb.2012.04.008,1028,7000,,,journal_article,Materials Science and Engineering: B,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.mseb.2012.04.008,10.1016/j.mseb.2012.04.008,Y,Huang2012,TRUE,2,7055,,,,,,738,,755,,10,,96.4,table,HRB,,TRUE,,2.6,,,,,,2.4,,8.4,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.mseb.2012.04.008,1029,7000,,,journal_article,Materials Science and Engineering: B,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.mseb.2012.04.008,10.1016/j.mseb.2012.04.008,Y,Huang2012,TRUE,3,7055,,,,,,662,,677,,9.2,,94.8,table,HRB,,TRUE,,2.6,,,,,,2.4,,8.4,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.mseb.2012.04.008,1030,7000,,,journal_article,Materials Science and Engineering: B,Elsevier BV,TRUE,FALSE,FALSE
10.1007/s10853-007-1604-z,10.1007/s10853-007-1604-z,,Cam2007,TRUE,Al7020 (BM),7020,,T6,,,,326,,385,,13.6,,,,,,TRUE,,0.12,,0.29,,0.12,,1.25,,4.32,,0.13,,0.29,,0.028,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,FSW,,10.1007/s10853-007-1604-z,1031,7000,,,journal_article,Journal of Materials Science,Springer Science and Business Media LLC,TRUE,FALSE,FALSE
10.1016/j.msea.2014.06.037,10.1016/j.msea.2014.06.037,Y,Mishra2014,TRUE,7017,7017,,,,,,408,,455,,17,,141,table,HV,,TRUE,,,,,,0.15,,2.3,,4.6,,0.25,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2014.06.037,1032,7000,,,journal_article,Materials Science and Engineering: A,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.msea.2014.06.037,10.1016/j.msea.2014.06.037,Y,Mishra2014,TRUE,7055,7055,,,,,,611,,655,,12,,190,table,HV,,TRUE,,2,,,,,,1.85,,8,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2014.06.037,1033,7000,,,journal_article,Materials Science and Engineering: A,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.msea.2004.02.052,10.1016/j.msea.2004.02.052,Y,Oliveria2004,TRUE,AA7150-T77511,7150,,T77511,,,,582,,624,,11,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2004.02.052,1035,7000,,,journal_article,Materials Science and Engineering: A,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.msea.2004.02.052,10.1016/j.msea.2004.02.052,Y,Oliveria2004,TRUE,AA7150 - T6,7150,,T6,,,,594,,660,,14,,91.25,plot,HRB,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2004.02.052,1037,7000,,,journal_article,Materials Science and Engineering: A,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.msea.2004.02.052,10.1016/j.msea.2004.02.052,Y,Oliveria2004,TRUE,AA7150-RRA20 + T6,7150,,RRA20+T6,,,,656,,665,,7,,89.1,plot,HRB,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2004.02.052,1038,7000,,,journal_article,Materials Science and Engineering: A,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.msea.2004.02.052,10.1016/j.msea.2004.02.052,Y,Oliveria2004,TRUE,AA7150-RRA40 + T6,7150,,RRA40+T6,,,,651,,660,,5,,89.4,plot,HRB,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2004.02.052,1039,7000,,,journal_article,Materials Science and Engineering: A,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.msea.2004.02.052,10.1016/j.msea.2004.02.052,Y,Oliveria2004,TRUE,AA7050-T76511,7050,,T76511,,,,475,,540,,10.8,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2004.02.052,1040,7000,,,journal_article,Materials Science and Engineering: A,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.msea.2004.02.052,10.1016/j.msea.2004.02.052,Y,Oliveria2004,TRUE,AA7050 - T6,7050,,T6,,,,512,,610,,16.1,,89.2,plot,HRB,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2004.02.052,1042,7000,,,journal_article,Materials Science and Engineering: A,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.msea.2004.02.052,10.1016/j.msea.2004.02.052,Y,Oliveria2004,TRUE,AA7050-RRA20 + T6,7050,,RRA20+T6,,,,585,,625,,13.2,,88.6,plot,HRB,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2004.02.052,1043,7000,,,journal_article,Materials Science and Engineering: A,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.msea.2004.02.052,10.1016/j.msea.2004.02.052,Y,Oliveria2004,TRUE,AA7050-RRA40 + T6,7050,,RRA40+T6,,,,600,,618,,9.9,,88.4,plot,HRB,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2004.02.052,1044,7000,,,journal_article,Materials Science and Engineering: A,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.jmatprotec.2016.05.022,10.1016/j.jmatprotec.2016.05.022,Y,Liu2016,TRUE,AA7075-T6,7075,,T6,,,,503,,572,,11,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rivet,,10.1016/j.jmatprotec.2016.05.022,1055,7000,,,journal_article,Journal of Materials Processing Technology,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.actamat.2004.06.023,10.1016/j.actamat.2004.06.023,Y,Song2004,TRUE,6,7175,,,,,,463,,529,,,,,,,,TRUE,,1.49,,0.1,,0.11,,2.54,,5.41,,0.22,,0.16,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SSRT, hydrogen",TEM,10.1016/j.actamat.2004.06.023,1056,7000,,,journal_article,Acta Materialia,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.actamat.2004.06.023,10.1016/j.actamat.2004.06.023,Y,Song2004,TRUE,16,7175,,,,,,488,,554,,,,94.05727924,plot,HRB,,TRUE,,1.49,,0.1,,0.11,,2.54,,5.41,,0.22,,0.16,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SSRT, hydrogen",TEM,10.1016/j.actamat.2004.06.023,1057,7000,,,journal_article,Acta Materialia,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.actamat.2004.06.023,10.1016/j.actamat.2004.06.023,Y,Song2004,TRUE,54,7175,,,,,,477,,528,,,,84.53460621,plot,HRB,,TRUE,,1.49,,0.1,,0.11,,2.54,,5.41,,0.22,,0.16,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SSRT, hydrogen",TEM,10.1016/j.actamat.2004.06.023,1058,7000,,,journal_article,Acta Materialia,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.actamat.2004.06.023,10.1016/j.actamat.2004.06.023,Y,Song2004,TRUE,98,7175,,,,,,491,,557,,,,95.05966587,plot,HRB,,TRUE,,1.49,,0.1,,0.11,,2.54,,5.41,,0.22,,0.16,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SSRT, hydrogen",TEM,10.1016/j.actamat.2004.06.023,1059,7000,,,journal_article,Acta Materialia,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.actamat.2004.06.023,10.1016/j.actamat.2004.06.023,Y,Song2004,TRUE,200,7175,,,,,,456,,507,,,,,,,,TRUE,,1.49,,0.1,,0.11,,2.54,,5.41,,0.22,,0.16,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SSRT, hydrogen",TEM,10.1016/j.actamat.2004.06.023,1060,7000,,,journal_article,Acta Materialia,Elsevier BV,TRUE,FALSE,FALSE
10.1016/j.matdes.2017.07.013,10.1016/j.matdes.2017.07.013,Y,Reimann2017,TRUE,184.9,7075,,T651,,,,529.3,,576.1,,14.79,,184.9,table,HV,,TRUE,,1.57,,0.05,,0.084,,2.63,,5.82,,0.19,,0.18,,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FSW,,10.1016/j.matdes.2017.07.013,1080,7000,,,journal_article,Materials & Design,Elsevier BV,TRUE,FALSE,FALSE
